year,state,type_of_crime,is_high_impact,total,total_population,crime_per_100k
2016,Querétaro,Drug dealing,1,826,2368467,34.87487898290329
2016,Querétaro,Sexual crimes,1,668,2368467,28.20389728883704
2016,Querétaro,Homicide,1,421,2368467,17.775210716467654
2016,Querétaro,Kidnapping,1,12,2368467,0.5066568375240187
2016,Querétaro,Extortion,1,11,2368467,0.4644354343970171
2016,Querétaro,Feminicide,1,1,2368467,0.04222140312700156
2016,Quintana Roo,Domestic violence,1,1524,1857985,82.02434357650895
2016,Quintana Roo,Theft with violence,1,1419,1857985,76.37306006237941
2016,Quintana Roo,Sexual crimes,1,638,1857985,34.33827506680624
2016,Quintana Roo,Drug dealing,1,582,1857985,31.324257192603813
2016,Quintana Roo,Homicide,1,278,1857985,14.962445875504914
2016,Quintana Roo,Extortion,1,41,1857985,2.206691657898207
2016,Quintana Roo,Kidnapping,1,8,1857985,0.4305739820289184
2016,Quintana Roo,Feminicide,1,0,1857985,0.0
2016,San Luis Potosí,Domestic violence,1,3930,2822255,139.25035122623575
2016,San Luis Potosí,Theft with violence,1,1590,2822255,56.337928358706066
2016,San Luis Potosí,Sexual crimes,1,704,2822255,24.944592178949105
2016,San Luis Potosí,Homicide,1,500,2822255,17.71632967254908
2016,San Luis Potosí,Drug dealing,1,224,2822255,7.936915693301987
2016,San Luis Potosí,Extortion,1,218,2822255,7.724319737231399
2016,San Luis Potosí,Kidnapping,1,26,2822255,0.921249142972552
2016,San Luis Potosí,Feminicide,1,8,2822255,0.28346127476078525
2016,Sinaloa,Theft with violence,1,3454,3026943,114.10852467324294
2016,Sinaloa,Domestic violence,1,2371,3026943,78.3298529242209
2016,Sinaloa,Homicide,1,1516,3026943,50.0835331223614
2016,Sinaloa,Sexual crimes,1,445,3026943,14.701300949505821
2016,Sinaloa,Drug dealing,1,386,3026943,12.752139700020779
2016,Sinaloa,Extortion,1,104,3026943,3.435809660109226
2016,Sinaloa,Feminicide,1,39,3026943,1.2884286225409598
2016,Sinaloa,Kidnapping,1,14,3026943,0.4625128388608573
2016,Sonora,Theft with violence,1,7642,2944840,259.5047608698605
2016,Sonora,Domestic violence,1,3595,2944840,122.0779397182869
2016,Sonora,Drug dealing,1,1838,2944840,62.41425680172777
2016,Sonora,Homicide,1,1068,2944840,36.26682604148273
2016,Sonora,Sexual crimes,1,703,2944840,23.87226470708086
2016,Sonora,Extortion,1,142,2944840,4.821993724616617
2016,Sonora,Feminicide,1,30,2944840,1.0187310685809756
2016,Sonora,Kidnapping,1,5,2944840,0.1697885114301626
2016,Tabasco,Theft with violence,1,10331,2402598,429.9928660558279
2016,Tabasco,Domestic violence,1,5406,2402598,225.0064305389416
2016,Tabasco,Homicide,1,699,2402598,29.093506279452495
2016,Tabasco,Sexual crimes,1,457,2402598,19.02107635151615
2016,Tabasco,Extortion,1,148,2402598,6.159998468324705
2016,Tabasco,Kidnapping,1,85,2402598,3.537836958159459
2016,Tabasco,Drug dealing,1,56,2402598,2.3308102312579964
2016,Tabasco,Feminicide,1,27,2402598,1.123783504356534
2016,Tamaulipas,Domestic violence,1,6378,3527735,180.79589311555432
2016,Tamaulipas,Theft with violence,1,4894,3527735,138.7292412837132
2016,Tamaulipas,Homicide,1,1513,3527735,42.88870904418841
2016,Tamaulipas,Sexual crimes,1,739,3527735,20.94828551464325
2016,Tamaulipas,Drug dealing,1,477,3527735,13.521423803091785
2016,Tamaulipas,Kidnapping,1,155,3527735,4.3937540659941865
2016,Tamaulipas,Extortion,1,107,3527735,3.0331076455572767
2016,Tamaulipas,Feminicide,1,1,3527735,0.028346800425768943
2016,Tlaxcala,Theft with violence,1,1590,1342977,118.39368805273656
2016,Tlaxcala,Homicide,1,361,1342977,26.88057948870308
2016,Tlaxcala,Sexual crimes,1,65,1342977,4.839993536747093
2016,Tlaxcala,Drug dealing,1,50,1342977,3.7230719513439174
2016,Tlaxcala,Domestic violence,1,6,1342977,0.44676863416127005
2016,Tlaxcala,Kidnapping,1,5,1342977,0.37230719513439176
2016,Tlaxcala,Feminicide,1,2,1342977,0.1489228780537567
2016,Tlaxcala,Extortion,1,0,1342977,0.0
2016,Veracruz de Ignacio de la Llave,Theft with violence,1,5402,8062579,67.00089388271421
2016,Veracruz de Ignacio de la Llave,Domestic violence,1,4771,8062579,59.17461397897621
2016,Veracruz de Ignacio de la Llave,Homicide,1,1817,8062579,22.536213288576768
2016,Veracruz de Ignacio de la Llave,Sexual crimes,1,262,8062579,3.2495805622493745
2016,Veracruz de Ignacio de la Llave,Extortion,1,192,8062579,2.381372015083511
2016,Veracruz de Ignacio de la Llave,Kidnapping,1,132,8062579,1.6371932603699137
2016,Veracruz de Ignacio de la Llave,Drug dealing,1,59,8062579,0.7317757754683706
2016,Veracruz de Ignacio de la Llave,Feminicide,1,58,8062579,0.719372796223144
2016,Yucatán,Domestic violence,1,2270,2320898,97.80696954368524
2016,Yucatán,Sexual crimes,1,664,2320898,28.60961576079604
2016,Yucatán,Drug dealing,1,270,2320898,11.633428095504414
2016,Yucatán,Theft with violence,1,114,2320898,4.911891862546308
2016,Yucatán,Homicide,1,110,2320898,4.739544779649946
2016,Yucatán,Extortion,1,57,2320898,2.455945931273154
2016,Yucatán,Feminicide,1,1,2320898,0.043086770724090416
2016,Yucatán,Kidnapping,1,1,2320898,0.043086770724090416
2016,Zacatecas,Theft with violence,1,1599,1622138,98.5736108765099
2016,Zacatecas,Domestic violence,1,1075,1622138,66.27056391009889
2016,Zacatecas,Homicide,1,609,1622138,37.54304504302347
2016,Zacatecas,Sexual crimes,1,259,1622138,15.966582374619176
2016,Zacatecas,Drug dealing,1,116,1622138,7.151056198671137
2016,Zacatecas,Extortion,1,81,1622138,4.9934099318307075
2016,Zacatecas,Kidnapping,1,37,1622138,2.280940339231311
2016,Zacatecas,Feminicide,1,11,1622138,0.6781173981498492
2017,Aguascalientes,Theft with violence,1,1122,1425607,78.70331725363302
2017,Aguascalientes,Domestic violence,1,1102,1425607,77.30040607264134
2017,Aguascalientes,Drug dealing,1,842,1425607,59.062560719749555
2017,Aguascalientes,Homicide,1,258,1425607,18.097554234792618
2017,Aguascalientes,Sexual crimes,1,256,1425607,17.95726311669345
2017,Aguascalientes,Extortion,1,121,1425607,8.48761264499964
2017,Aguascalientes,Kidnapping,1,6,1425607,0.4208733542975027
2017,Aguascalientes,Feminicide,1,0,1425607,0.0
2017,Baja California,Theft with violence,1,12544,3769020,332.81861067333153
2017,Baja California,Domestic violence,1,8554,3769020,226.9555481265687
2017,Baja California,Drug dealing,1,5745,3769020,152.42689080981262
2017,Baja California,Homicide,1,2430,3769020,64.47299297960744
2017,Baja California,Sexual crimes,1,2233,3769020,59.24617009196025
2017,Baja California,Extortion,1,198,3769020,5.253354983523568
2017,Baja California,Kidnapping,1,13,3769020,0.34491724639296156
2017,Baja California,Feminicide,1,11,3769020,0.29185305464019823
2017,Baja California Sur,Domestic violence,1,1982,798447,248.23188013731655
2017,Baja California Sur,Theft with violence,1,1037,798447,129.87712396690074
2017,Baja California Sur,Homicide,1,693,798447,86.79348785830493
2017,Baja California Sur,Drug dealing,1,644,798447,80.65657457539449
2017,Baja California Sur,Sexual crimes,1,432,798447,54.10503139219009
2017,Baja California Sur,Extortion,1,227,798447,28.430190106544327
2017,Baja California Sur,Kidnapping,1,3,798447,0.3757293846679867
2017,Baja California Sur,Feminicide,1,0,798447,0.0
2017,Campeche,Sexual crimes,1,190,928363,20.46613232108561
2017,Campeche,Drug dealing,1,152,928363,16.37290585686849
2017,Campeche,Theft with violence,1,150,928363,16.157472885067587
2017,Campeche,Homicide,1,142,928363,15.295740997863984
2017,Campeche,Domestic violence,1,65,928363,7.001571583529287
2017,Campeche,Extortion,1,22,928363,2.3697626898099124
2017,Campeche,Kidnapping,1,6,928363,0.6462989154027035
2017,Campeche,Feminicide,1,1,928363,0.10771648590045058
2017,Chiapas,Theft with violence,1,5268,5543828,95.02459311508221
2017,Chiapas,Domestic violence,1,3506,5543828,63.24150027742563
2017,Chiapas,Homicide,1,1353,5543828,24.4055190745456
2017,Chiapas,Sexual crimes,1,928,5543828,16.739336068867935
2017,Chiapas,Drug dealing,1,725,5543828,13.077606303803075
2017,Chiapas,Extortion,1,159,5543828,2.8680543480064675
2017,Chiapas,Feminicide,1,29,5543828,0.523104252152123
2017,Chiapas,Kidnapping,1,21,5543828,0.37879963086877877
2017,Chihuahua,Domestic violence,1,11583,3741869,309.551189525876
2017,Chihuahua,Drug dealing,1,8019,3741869,214.30466967176028
2017,Chihuahua,Sexual crimes,1,2341,3741869,62.56231845636499
2017,Chihuahua,Theft with violence,1,1949,3741869,52.08627025692241
2017,Chihuahua,Homicide,1,1908,3741869,50.990561134021526
2017,Chihuahua,Extortion,1,16,3741869,0.4275938040588807
2017,Chihuahua,Kidnapping,1,15,3741869,0.4008691913052007
2017,Chihuahua,Feminicide,1,11,3741869,0.29397074029048054
2017,Ciudad de México,Theft with violence,1,28456,9209944,308.9703911337571
2017,Ciudad de México,Domestic violence,1,18360,9209944,199.34974631767577
2017,Ciudad de México,Drug dealing,1,2625,9209944,28.50180196535397
2017,Ciudad de México,Sexual crimes,1,2039,9209944,22.13911398375495
2017,Ciudad de México,Homicide,1,1816,9209944,19.71781804536488
2017,Ciudad de México,Extortion,1,490,9209944,5.320336366866075
2017,Ciudad de México,Kidnapping,1,40,9209944,0.43431317280539383
2017,Ciudad de México,Feminicide,1,37,9209944,0.40173968484498923
2017,Coahuila de Zaragoza,Domestic violence,1,8968,3146771,284.9905506311073
2017,Coahuila de Zaragoza,Drug dealing,1,3256,3146771,103.47114550121378
2017,Coahuila de Zaragoza,Theft with violence,1,1471,3146771,46.746331398122074
2017,Coahuila de Zaragoza,Sexual crimes,1,954,3146771,30.316791402996913
2017,Coahuila de Zaragoza,Homicide,1,476,3146771,15.126617094157789
2017,Coahuila de Zaragoza,Extortion,1,21,3146771,0.6673507541540201
2017,Coahuila de Zaragoza,Kidnapping,1,13,3146771,0.4131218954286791
2017,Coahuila de Zaragoza,Feminicide,1,9,3146771,0.28600746606600863
2017,Colima,Domestic violence,1,2299,731391,314.3325526291683
2017,Colima,Theft with violence,1,1136,731391,155.32047837613536
2017,Colima,Drug dealing,1,939,731391,128.38550105210481
2017,Colima,Homicide,1,789,731391,107.87663506934048
2017,Colima,Sexual crimes,1,304,731391,41.564635058402416
2017,Colima,Extortion,1,16,731391,2.187612371494864
2017,Colima,Feminicide,1,4,731391,0.546903092873716
2017,Colima,Kidnapping,1,4,731391,0.546903092873716
2017,Durango,Domestic violence,1,5196,1832650,283.52385889286006
2017,Durango,Theft with violence,1,1001,1832650,54.62035849725807
2017,Durango,Drug dealing,1,788,1832650,42.99784465118817
2017,Durango,Sexual crimes,1,495,1832650,27.010067388753992
2017,Durango,Homicide,1,441,1832650,24.0635145827081
2017,Durango,Extortion,1,72,1832650,3.928737074727853
2017,Durango,Kidnapping,1,15,1832650,0.8184868905683027
2017,Durango,Feminicide,1,9,1832650,0.49109213434098165
2017,Guanajuato,Domestic violence,1,11253,6166934,182.47317062254925
2017,Guanajuato,Theft with violence,1,10257,6166934,166.32251942375257
2017,Guanajuato,Drug dealing,1,6567,6166934,106.48727552459619
2017,Guanajuato,Homicide,1,3366,6166934,54.58141760557191
2017,Guanajuato,Sexual crimes,1,1509,6166934,24.469209496972073
2017,Guanajuato,Feminicide,1,12,6166934,0.19458615902164675
2017,Guanajuato,Extortion,1,4,6166934,0.06486205300721558
2017,Guanajuato,Kidnapping,1,4,6166934,0.06486205300721558
2017,Guerrero,Theft with violence,1,5530,3540685,156.18446712994802
2017,Guerrero,Homicide,1,2868,3540685,81.00127517697847
2017,Guerrero,Domestic violence,1,2696,3540685,76.14345811615549
2017,Guerrero,Sexual crimes,1,493,3540685,13.923859366196089
2017,Guerrero,Drug dealing,1,381,3540685,10.760629652171826
2017,Guerrero,Extortion,1,175,3540685,4.942546428162912
2017,Guerrero,Kidnapping,1,69,3540685,1.9487754488185196
2017,Guerrero,Feminicide,1,21,3540685,0.5931055713795494
2017,Hidalgo,Domestic violence,1,4417,3082841,143.27693189496313
2017,Hidalgo,Theft with violence,1,3634,3082841,117.87828175374598
2017,Hidalgo,Sexual crimes,1,1029,3082841,33.378302676005674
2017,Hidalgo,Homicide,1,700,3082841,22.706328351024265
2017,Hidalgo,Drug dealing,1,256,3082841,8.304028654088874
2017,Hidalgo,Extortion,1,133,3082841,4.31420238669461
2017,Hidalgo,Feminicide,1,22,3082841,0.7136274624607627
2017,Hidalgo,Kidnapping,1,21,3082841,0.681189850530728
2017,Jalisco,Theft with violence,1,30525,8348151,365.6498307229948
2017,Jalisco,Domestic violence,1,9557,8348151,114.48044003995615
2017,Jalisco,Sexual crimes,1,3076,8348151,36.84648253247935
2017,Jalisco,Homicide,1,2109,8348151,25.263079213588732
2017,Jalisco,Drug dealing,1,1868,8348151,22.37621240919097
2017,Jalisco,Extortion,1,556,8348151,6.660157440851274
2017,Jalisco,Feminicide,1,27,8348151,0.3234249116960151
2017,Jalisco,Kidnapping,1,13,8348151,0.15572310563141467
2017,Michoacán de Ocampo,Theft with violence,1,6884,4748846,144.96153381263574
2017,Michoacán de Ocampo,Homicide,1,2246,4748846,47.29570089238523
2017,Michoacán de Ocampo,Drug dealing,1,2016,4748846,42.45241896662895
2017,Michoacán de Ocampo,Domestic violence,1,1158,4748846,24.384871608807696
2017,Michoacán de Ocampo,Sexual crimes,1,655,4748846,13.79282461465375
2017,Michoacán de Ocampo,Feminicide,1,29,4748846,0.6106746775953569
2017,Michoacán de Ocampo,Kidnapping,1,29,4748846,0.6106746775953569
2017,Michoacán de Ocampo,Extortion,1,21,4748846,0.4422126975690515
2017,Morelos,Domestic violence,1,5069,1971520,257.1112644051291
2017,Morelos,Theft with violence,1,4967,1971520,251.9375913001136
2017,Morelos,Sexual crimes,1,941,1971520,47.72967050803441
2017,Morelos,Homicide,1,828,1971520,41.998052264242816
2017,Morelos,Drug dealing,1,776,1971520,39.36049342639182
2017,Morelos,Extortion,1,43,1971520,2.1810582697614023
2017,Morelos,Kidnapping,1,42,1971520,2.1303359844181142
2017,Morelos,Feminicide,1,27,1971520,1.3695017042687876
2017,México,Theft with violence,1,93723,16992418,551.5577594666045
2017,México,Domestic violence,1,6860,16992418,40.37094661866251
2017,México,Sexual crimes,1,3957,16992418,23.286856526246
2017,México,Homicide,1,3248,16992418,19.11440737863205
2017,México,Extortion,1,1385,16992418,8.150694033068161
2017,México,Drug dealing,1,1080,16992418,6.355775852500804
2017,México,Kidnapping,1,173,16992418,1.0181011319283695
2017,México,Feminicide,1,70,16992418,0.4119484348843113
2017,Nayarit,Domestic violence,1,432,1235456,34.96684624948197
2017,Nayarit,Homicide,1,289,1235456,23.392172606713636
2017,Nayarit,Drug dealing,1,269,1235456,21.77333713220058
2017,Nayarit,Theft with violence,1,121,1235456,9.793954620803978
2017,Nayarit,Sexual crimes,1,81,1235456,6.55628367177787
2017,Nayarit,Feminicide,1,5,1235456,0.4047088686282636
2017,Nayarit,Kidnapping,1,2,1235456,0.16188354745130543
2017,Nayarit,Extortion,1,1,1235456,0.08094177372565271
2017,Nuevo León,Domestic violence,1,17145,5784442,296.3985117319873
2017,Nuevo León,Theft with violence,1,4398,5784442,76.03153424306096
2017,Nuevo León,Drug dealing,1,2599,5784442,44.930868007666085
2017,Nuevo León,Sexual crimes,1,1988,5784442,34.36805140409395
2017,Nuevo León,Homicide,1,1099,5784442,18.99923968465757
2017,Nuevo León,Extortion,1,678,5784442,11.721096001999847
2017,Nuevo León,Feminicide,1,43,5784442,0.7433733452595773
2017,Nuevo León,Kidnapping,1,35,5784442,0.6050713275368653
2017,Oaxaca,Domestic violence,1,4212,4132148,101.93245740472027
2017,Oaxaca,Theft with violence,1,3782,4132148,91.52624736577683
2017,Oaxaca,Homicide,1,1662,4132148,40.22121182493947
2017,Oaxaca,Sexual crimes,1,838,4132148,20.280009331708353
2017,Oaxaca,Drug dealing,1,246,4132148,5.953320161814146
2017,Oaxaca,Extortion,1,80,4132148,1.9360390770127303
2017,Oaxaca,Feminicide,1,57,4132148,1.3794278423715702
2017,Oaxaca,Kidnapping,1,51,4132148,1.2342249115956156
2017,Puebla,Theft with violence,1,14862,6583278,225.75379620912258
2017,Puebla,Domestic violence,1,6327,6583278,96.10713690049242
2017,Puebla,Homicide,1,1647,6583278,25.017931796287506
2017,Puebla,Sexual crimes,1,749,6583278,11.377310816890917
2017,Puebla,Drug dealing,1,713,6583278,10.830470777627802
2017,Puebla,Extortion,1,115,6583278,1.7468501254238389
2017,Puebla,Kidnapping,1,35,6583278,0.5316500381724728
2017,Puebla,Feminicide,1,27,6583278,0.4101300294473361
2017,Querétaro,Theft with violence,1,2682,2368467,113.23780318661818
2017,Querétaro,Domestic violence,1,1186,2368467,50.074584108623846
2017,Querétaro,Drug dealing,1,942,2368467,39.77256174563547
2017,Querétaro,Sexual crimes,1,779,2368467,32.890473035934214
2017,Querétaro,Homicide,1,471,2368467,19.886280872817736
2017,Querétaro,Extortion,1,18,2368467,0.7599852562860281
2017,Querétaro,Kidnapping,1,11,2368467,0.4644354343970171
2017,Querétaro,Feminicide,1,1,2368467,0.04222140312700156
2017,Quintana Roo,Domestic violence,1,2633,1857985,141.71266183526777
2017,Quintana Roo,Theft with violence,1,2614,1857985,140.6900486279491
2017,Quintana Roo,Sexual crimes,1,611,1857985,32.885087877458645
2017,Quintana Roo,Homicide,1,497,1857985,26.749408633546558
2017,Quintana Roo,Drug dealing,1,333,1857985,17.92264200195373
2017,Quintana Roo,Extortion,1,77,1857985,4.14427457702834
2017,Quintana Roo,Kidnapping,1,20,1857985,1.076434955072296
2017,Quintana Roo,Feminicide,1,4,1857985,0.2152869910144592
2017,San Luis Potosí,Domestic violence,1,5723,2822255,202.78110943199675
2017,San Luis Potosí,Theft with violence,1,2777,2822255,98.39649500133758
2017,San Luis Potosí,Sexual crimes,1,977,2822255,34.617708180160896
2017,San Luis Potosí,Homicide,1,712,2822255,25.22805345370989
2017,San Luis Potosí,Drug dealing,1,269,2822255,9.531385363831404
2017,San Luis Potosí,Extortion,1,151,2822255,5.350331561109821
2017,San Luis Potosí,Kidnapping,1,28,2822255,0.9921144616627484
2017,San Luis Potosí,Feminicide,1,18,2822255,0.6377878682117668
2017,Sinaloa,Theft with violence,1,4622,3026943,152.69531008677734
2017,Sinaloa,Domestic violence,1,2612,3026943,86.2916810788971
2017,Sinaloa,Homicide,1,1839,3026943,60.75436504750833
2017,Sinaloa,Drug dealing,1,857,3026943,28.31239306455391
2017,Sinaloa,Sexual crimes,1,380,3026943,12.553919911937555
2017,Sinaloa,Feminicide,1,82,3026943,2.7090037704707357
2017,Sinaloa,Extortion,1,51,3026943,1.6848681987074088
2017,Sinaloa,Kidnapping,1,14,3026943,0.4625128388608573
2017,Sonora,Theft with violence,1,4675,2944840,158.75225818720202
2017,Sonora,Domestic violence,1,2428,2944840,82.44930115048696
2017,Sonora,Homicide,1,1149,2944840,39.017399926651365
2017,Sonora,Drug dealing,1,936,2944840,31.784409339726437
2017,Sonora,Sexual crimes,1,620,2944840,21.053775417340162
2017,Sonora,Extortion,1,35,2944840,1.188519580011138
2017,Sonora,Feminicide,1,32,2944840,1.0866464731530405
2017,Sonora,Kidnapping,1,2,2944840,0.06791540457206503
2017,Tabasco,Theft with violence,1,10586,2402598,440.6063769303063
2017,Tabasco,Domestic violence,1,6596,2402598,274.536147953174
2017,Tabasco,Homicide,1,888,2402598,36.95999080994823
2017,Tabasco,Sexual crimes,1,653,2402598,27.17891216091914
2017,Tabasco,Extortion,1,258,2402598,10.73837570829577
2017,Tabasco,Kidnapping,1,77,2402598,3.204864067979745
2017,Tabasco,Drug dealing,1,41,2402598,1.7064860621710332
2017,Tabasco,Feminicide,1,28,2402598,1.1654051156289982
2017,Tamaulipas,Domestic violence,1,7030,3527735,199.27800699315566
2017,Tamaulipas,Theft with violence,1,5953,3527735,168.74850293460253
2017,Tamaulipas,Homicide,1,1618,3527735,45.86512308889415
2017,Tamaulipas,Sexual crimes,1,990,3527735,28.06333242151125
2017,Tamaulipas,Drug dealing,1,351,3527735,9.949726949444898
2017,Tamaulipas,Extortion,1,182,3527735,5.159117677489948
2017,Tamaulipas,Kidnapping,1,140,3527735,3.968552059607652
2017,Tamaulipas,Feminicide,1,6,3527735,0.17008080255461366
2017,Tlaxcala,Theft with violence,1,2066,1342977,153.83733302953067
2017,Tlaxcala,Homicide,1,318,1342977,23.678737610547316
2017,Tlaxcala,Sexual crimes,1,81,1342977,6.031376561177146
2017,Tlaxcala,Drug dealing,1,48,1342977,3.5741490732901604
2017,Tlaxcala,Domestic violence,1,24,1342977,1.7870745366450802
2017,Tlaxcala,Extortion,1,8,1342977,0.5956915122150268
2017,Tlaxcala,Kidnapping,1,8,1342977,0.5956915122150268
2017,Tlaxcala,Feminicide,1,3,1342977,0.22338431708063503
2017,Veracruz de Ignacio de la Llave,Theft with violence,1,12911,8062579,160.1348650351209
2017,Veracruz de Ignacio de la Llave,Domestic violence,1,6326,8062579,78.4612467053036
2017,Veracruz de Ignacio de la Llave,Homicide,1,2688,8062579,33.33920821116915
2017,Veracruz de Ignacio de la Llave,Extortion,1,609,8062579,7.5534143603430115
2017,Veracruz de Ignacio de la Llave,Sexual crimes,1,605,8062579,7.503802443362106
2017,Veracruz de Ignacio de la Llave,Drug dealing,1,296,8062579,3.6712818565870795
2017,Veracruz de Ignacio de la Llave,Kidnapping,1,172,8062579,2.1333124301789788
2017,Veracruz de Ignacio de la Llave,Feminicide,1,100,8062579,1.240297924522662
2017,Yucatán,Domestic violence,1,2670,2320898,115.04167783332142
2017,Yucatán,Sexual crimes,1,644,2320898,27.747880346314226
2017,Yucatán,Drug dealing,1,370,2320898,15.942105167913455
2017,Yucatán,Homicide,1,85,2320898,3.662375511547685
2017,Yucatán,Theft with violence,1,66,2320898,2.843726867789967
2017,Yucatán,Extortion,1,33,2320898,1.4218634338949836
2017,Yucatán,Feminicide,1,9,2320898,0.3877809365168137
2017,Yucatán,Kidnapping,1,0,2320898,0.0
2017,Zacatecas,Theft with violence,1,1775,1622138,109.42348924690747
2017,Zacatecas,Domestic violence,1,1610,1622138,99.25172827465974
2017,Zacatecas,Homicide,1,690,1622138,42.53645497485417
2017,Zacatecas,Sexual crimes,1,343,1622138,21.144933415036206
2017,Zacatecas,Drug dealing,1,232,1622138,14.302112397342274
2017,Zacatecas,Extortion,1,188,1622138,11.589642804742876
2017,Zacatecas,Kidnapping,1,67,1622138,4.130351425094536
2017,Zacatecas,Feminicide,1,11,1622138,0.6781173981498492
2018,Aguascalientes,Drug dealing,1,1716,1425607,120.36977932908577
2018,Aguascalientes,Domestic violence,1,1610,1425607,112.93435006982992
2018,Aguascalientes,Theft with violence,1,1245,1425607,87.33122101673182
2018,Aguascalientes,Sexual crimes,1,315,1425607,22.095851100618894
2018,Aguascalientes,Homicide,1,283,1425607,19.851193211032214
2018,Aguascalientes,Extortion,1,138,1425607,9.680087148842563
2018,Aguascalientes,Kidnapping,1,10,1425607,0.7014555904958379
2018,Aguascalientes,Feminicide,1,4,1425607,0.28058223619833517
2018,Baja California,Theft with violence,1,9908,3769020,262.8800059431895
2018,Baja California,Domestic violence,1,9904,3769020,262.77387755968397
2018,Baja California,Drug dealing,1,7855,3769020,208.40961310897794
2018,Baja California,Homicide,1,3169,3769020,84.08021183225348
2018,Baja California,Sexual crimes,1,2368,3769020,62.82800303527177
2018,Baja California,Extortion,1,135,3769020,3.5818329433115244
2018,Baja California,Feminicide,1,27,3769020,0.7163665886623047
2018,Baja California,Kidnapping,1,15,3769020,0.39798143814572484
2018,Baja California Sur,Domestic violence,1,2110,798447,264.2630005498174
2018,Baja California Sur,Theft with violence,1,924,798447,115.72465047773991
2018,Baja California Sur,Drug dealing,1,641,798447,80.2808451907265
2018,Baja California Sur,Sexual crimes,1,475,798447,59.49048590576457
2018,Baja California Sur,Homicide,1,244,798447,30.559323286329587
2018,Baja California Sur,Extortion,1,198,798447,24.798139388087126
2018,Baja California Sur,Feminicide,1,0,798447,0.0
2018,Baja California Sur,Kidnapping,1,0,798447,0.0
2018,Campeche,Sexual crimes,1,228,928363,24.559358785302734
2018,Campeche,Theft with violence,1,226,928363,24.34392581350183
2018,Campeche,Homicide,1,155,928363,16.69605531456984
2018,Campeche,Drug dealing,1,90,928363,9.694483731040552
2018,Campeche,Domestic violence,1,52,928363,5.60125726682343
2018,Campeche,Extortion,1,18,928363,1.9388967462081104
2018,Campeche,Kidnapping,1,8,928363,0.8617318872036046
2018,Campeche,Feminicide,1,5,928363,0.5385824295022529
2018,Chiapas,Domestic violence,1,6032,5543828,108.80568444764158
2018,Chiapas,Theft with violence,1,5528,5543828,99.71449330679091
2018,Chiapas,Homicide,1,1279,5543828,23.070701327674666
2018,Chiapas,Sexual crimes,1,928,5543828,16.739336068867935
2018,Chiapas,Drug dealing,1,909,5543828,16.396612593319993
2018,Chiapas,Extortion,1,184,5543828,3.319006289516919
2018,Chiapas,Kidnapping,1,24,5543828,0.43291386385003283
2018,Chiapas,Feminicide,1,21,5543828,0.37879963086877877
2018,Chihuahua,Domestic violence,1,11227,3741869,300.03722738556587
2018,Chihuahua,Drug dealing,1,7532,3741869,201.2897832607181
2018,Chihuahua,Sexual crimes,1,2495,3741869,66.67790882043171
2018,Chihuahua,Homicide,1,2089,3741869,55.827716042437615
2018,Chihuahua,Theft with violence,1,1562,3741869,41.743845121248235
2018,Chihuahua,Feminicide,1,44,3741869,1.1758829611619221
2018,Chihuahua,Kidnapping,1,10,3741869,0.26724612753680044
2018,Chihuahua,Extortion,1,8,3741869,0.21379690202944035
2018,Ciudad de México,Theft with violence,1,42686,9209944,463.47730235927605
2018,Ciudad de México,Domestic violence,1,19929,9209944,216.38568052096733
2018,Ciudad de México,Drug dealing,1,5974,9209944,64.86467235848556
2018,Ciudad de México,Sexual crimes,1,4407,9209944,47.850453813834264
2018,Ciudad de México,Homicide,1,1979,9209944,21.48764422454686
2018,Ciudad de México,Extortion,1,536,9209944,5.8197965155922775
2018,Ciudad de México,Kidnapping,1,280,9209944,3.0401922096377567
2018,Ciudad de México,Feminicide,1,47,9209944,0.5103179780463377
2018,Coahuila de Zaragoza,Domestic violence,1,9791,3146771,311.14434447247675
2018,Coahuila de Zaragoza,Drug dealing,1,6490,3146771,206.2431616409329
2018,Coahuila de Zaragoza,Sexual crimes,1,1142,3146771,36.291169583042425
2018,Coahuila de Zaragoza,Theft with violence,1,1124,3146771,35.71915465091041
2018,Coahuila de Zaragoza,Homicide,1,479,3146771,15.221952916179792
2018,Coahuila de Zaragoza,Extortion,1,32,3146771,1.0169154349013638
2018,Coahuila de Zaragoza,Feminicide,1,13,3146771,0.4131218954286791
2018,Coahuila de Zaragoza,Kidnapping,1,11,3146771,0.34956468074734387
2018,Colima,Domestic violence,1,2453,731391,335.38832170480634
2018,Colima,Drug dealing,1,1148,731391,156.9611876547565
2018,Colima,Theft with violence,1,1015,731391,138.77665981670543
2018,Colima,Homicide,1,726,731391,99.26291135657944
2018,Colima,Sexual crimes,1,331,731391,45.256230935299996
2018,Colima,Extortion,1,55,731391,7.519917527013595
2018,Colima,Kidnapping,1,17,731391,2.324338144713293
2018,Colima,Feminicide,1,12,731391,1.6407092786211477
2018,Durango,Domestic violence,1,5595,1832650,305.2956101819769
2018,Durango,Drug dealing,1,1079,1832650,58.876490328213244
2018,Durango,Theft with violence,1,1016,1832650,55.43884538782637
2018,Durango,Sexual crimes,1,614,1832650,33.50339672059586
2018,Durango,Homicide,1,408,1832650,22.262843423457834
2018,Durango,Extortion,1,74,1832650,4.037868660136961
2018,Durango,Kidnapping,1,6,1832650,0.3273947562273211
